I0,I1
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
2.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
2.000000,0.000000
2.000000,0.000000
-3.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
2.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
2.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
2.000000,0.000000
2.000000,0.000000
2.000000,0.000000
-3.000000,0.000000
0.000000,0.000000
0.000000,0.000000
2.000000,0.000000
2.000000,0.000000
4.000000,0.000000
4.000000,0.000000
4.000000,0.000000
6.000000,0.000000
10.000000,0.000000
14.000000,0.000000
16.000000,0.000000
18.000000,0.000000
14.000000,0.000000
4.000000,0.000000
2.000000,0.000000
2.000000,0.000000
4.000000,0.000000
2.000000,0.000000
0.000000,0.000000
2.000000,0.000000
2.000000,0.000000
2.000000,0.000000
2.000000,0.000000
2.000000,0.000000
2.000000,0.000000
2.000000,0.000000
2.000000,0.000000
0.000000,0.000000
2.000000,0.000000
4.000000,0.000000
8.000000,0.000000
10.000000,0.000000
16.000000,0.000000
27.000000,0.000000
31.000000,0.000000
25.000000,0.000000
4.000000,0.000000
-3.000000,0.000000
2.000000,0.000000
6.000000,0.000000
6.000000,0.000000
8.000000,0.000000
8.000000,0.000000
8.000000,0.000000
8.000000,0.000000
18.000000,0.000000
31.000000,0.000000
35.000000,0.000000
31.000000,0.000000
14.000000,0.000000
4.000000,0.000000
6.000000,0.000000
10.000000,0.000000
10.000000,0.000000
16.000000,0.000000
14.000000,0.000000
18.000000,0.000000
27.000000,0.000000
39.000000,0.000000
39.000000,0.000000
27.000000,0.000000
14.000000,0.000000
18.000000,0.000000
23.000000,0.000000
35.000000,0.000000
27.000000,0.000000
4.000000,0.000000
0.000000,0.000000
2.000000,0.000000
2.000000,0.000000
4.000000,0.000000
4.000000,0.000000
4.000000,0.000000
2.000000,0.000000
2.000000,0.000000
2.000000,0.000000
4.000000,0.000000
4.000000,0.000000
8.000000,0.000000
8.000000,0.000000
12.000000,0.000000
23.000000,0.000000
27.000000,0.000000
23.000000,0.000000
4.000000,0.000000
0.000000,0.000000
2.000000,0.000000
4.000000,0.000000
4.000000,0.000000
0.000000,0.000000
-3.000000,0.000000
0.000000,0.000000
0.000000,0.000000
2.000000,0.000000
0.000000,0.000000
-3.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
2.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
2.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
2.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
